,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus_0,stimulus_1,duration,actual_depth_0,actual_depth_1,depth_difference,discrim_choice,trial_RT,log_fixation,log_sceneDuration1,log_mask1,log_sceneDuration2,log_mask2,unitSelection,meanDepth_rating,navigability_rating,rated_stimulus,rating_RT,experimentTime,totalTime,age,practice_performance_0,practice_performance_1,practice_performance_2,practice_performance_3,practice_performance_4,practice_performance_5,practice_performance_6,practice_performance_7,practice_performance_8
38,995997.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0_rotated.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#3,3.0,1366.0,625.0,1366.0,768.0,8-21-2021,10-16-58,39.0,depth_discrimination_stimuli/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0-target.png,depth_discrimination_stimuli/002467_2014-06-28_20-38-07_260595134347_rgbf000026-resize_2/002467_2014-06-28_20-38-07_260595134347_rgbf000026-resize_2-target.png,250.0,4.2115,4.742,0.5305,0.0,1225.0,1002.0,255.0,998.0,243.0,500.0,,,,,,,559359,34,0,0,0,0,0,0,1,0,0
39,995997.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0_rotated.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#3,3.0,1366.0,625.0,1366.0,768.0,8-21-2021,10-16-58,40.0,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,depth_discrimination_stimuli/002660_2014-06-13_15-44-18_094959634447_rgbf001878-resize_2/002660_2014-06-13_15-44-18_094959634447_rgbf001878-resize_2-target.png,1000.0,3.9125,3.576,0.3365,1.0,1984.0,1009.0,991.0,1000.0,1008.0,495.0,,,,,,,559359,34,0,0,0,0,0,0,1,0,0
40,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,1.0,depth_discrimination_stimuli/002043_2014-06-24_20-29-38_260595134347_rgbf000039-resize_4/002043_2014-06-24_20-29-38_260595134347_rgbf000039-resize_4-target.png,depth_discrimination_stimuli/001011_2014-06-08_23-18-54_260595134347_rgbf000044-resize_4/001011_2014-06-08_23-18-54_260595134347_rgbf000044-resize_4-target.png,250.0,2.8435,2.4730000000000003,0.37049999999999983,0.0,861.0,1007.0,245.0,1007.0,241.0,504.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
42,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,3.0,depth_discrimination_stimuli/003083_2014-06-15_15-21-03_094959634447_rgbf000063-resize_1/003083_2014-06-15_15-21-03_094959634447_rgbf000063-resize_1-target.png,depth_discrimination_stimuli/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4-target.png,250.0,4.1405,4.632,0.4914999999999994,1.0,1211.0,1009.0,246.0,1004.0,250.0,497.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
43,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,4.0,depth_discrimination_stimuli/001092_2014-06-15_17-34-58_260595134347_rgbf000171-resize_3/001092_2014-06-15_17-34-58_260595134347_rgbf000171-resize_3-target.png,depth_discrimination_stimuli/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4/000502_2014-06-08_23-02-32_260595134347_rgbf000063-resize_4-target.png,1000.0,2.6935,2.431,0.26249999999999973,0.0,1690.0,1004.0,1006.0,995.0,1006.0,498.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
44,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,5.0,depth_discrimination_stimuli/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4/001532_2014-06-20_16-50-41_260595134347_rgbf000081-resize_4-target.png,depth_discrimination_stimuli/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1/000943_2014-06-09_19-31-07_260595134347_rgbf000128-resize_1-target.png,1000.0,1.5758333333333001,1.9765,0.4006666666666998,1.0,1642.0,1016.0,991.0,1004.0,993.0,496.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
45,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,6.0,depth_discrimination_stimuli/002103_2014-06-25_20-00-40_260595134347_rgbf000049-resize_0/002103_2014-06-25_20-00-40_260595134347_rgbf000049-resize_0-target.png,depth_discrimination_stimuli/002444_2014-06-28_20-32-08_260595134347_rgbf000027-resize_0/002444_2014-06-28_20-32-08_260595134347_rgbf000027-resize_0-target.png,250.0,4.105,4.388999999999999,0.2839999999999989,0.0,1309.0,1005.0,260.0,992.0,247.0,511.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
46,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,7.0,depth_discrimination_stimuli/000800_2014-06-08_22-42-09_260595134347_rgbf000095-resize_3/000800_2014-06-08_22-42-09_260595134347_rgbf000095-resize_3-target.png,depth_discrimination_stimuli/000869_2014-06-09_20-50-18_260595134347_rgbf000060-resize_3/000869_2014-06-09_20-50-18_260595134347_rgbf000060-resize_3-target.png,1000.0,2.8,2.266,0.5339999999999998,1.0,2016.0,1012.0,989.0,1007.0,1004.0,495.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
47,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,8.0,depth_discrimination_stimuli/001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize_3/001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize_3-target.png,depth_discrimination_stimuli/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize_9/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize_9-target.png,250.0,1.8725,1.3545,0.518,1.0,919.0,1014.0,249.0,993.0,249.0,506.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
49,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,10.0,depth_discrimination_stimuli/000749_2014-06-08_21-55-06_260595134347_rgbf000070-resize_2/000749_2014-06-08_21-55-06_260595134347_rgbf000070-resize_2-target.png,depth_discrimination_stimuli/001056_2014-06-08_18-46-44_260595134347_rgbf000068-resize_0/001056_2014-06-08_18-46-44_260595134347_rgbf000068-resize_0-target.png,1000.0,2.331,2.6625,0.33150000000000013,0.0,1810.0,1016.0,991.0,1007.0,989.0,510.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
50,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,11.0,depth_discrimination_stimuli/002199_2014-06-28_18-33-56_260595134347_rgbf000074-resize_0/002199_2014-06-28_18-33-56_260595134347_rgbf000074-resize_0-target.png,depth_discrimination_stimuli/001016_2014-06-09_16-16-10_260595134347_rgbf000112-resize_5/001016_2014-06-09_16-16-10_260595134347_rgbf000112-resize_5-target.png,250.0,1.996,1.6565,0.3394999999999999,0.0,3088.0,1001.0,264.0,989.0,246.0,514.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
51,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,12.0,depth_discrimination_stimuli/002118_2014-06-25_20-32-08_260595134347_rgbf000078-resize_1/002118_2014-06-25_20-32-08_260595134347_rgbf000078-resize_1-target.png,depth_discrimination_stimuli/001164_2014-06-17_15-35-46_260595134347_rgbf000085-resize_3/001164_2014-06-17_15-35-46_260595134347_rgbf000085-resize_3-target.png,1000.0,2.6460000000000004,2.354,0.29200000000000026,1.0,1808.0,1013.0,989.0,1014.0,992.0,507.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
52,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,13.0,depth_discrimination_stimuli/002953_2014-06-08_17-32-18_094959634447_rgbf000059-resize_5/002953_2014-06-08_17-32-18_094959634447_rgbf000059-resize_5-target.png,depth_discrimination_stimuli/000470_2014-06-09_19-42-40_260595134347_rgbf000094-resize_1/000470_2014-06-09_19-42-40_260595134347_rgbf000094-resize_1-target.png,250.0,1.551,1.831,0.28,1.0,1166.0,1005.0,246.0,1005.0,247.0,496.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
53,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,14.0,depth_discrimination_stimuli/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0/000929_2014-06-09_16-33-19_260595134347_rgbf000139-resize_0-target.png,depth_discrimination_stimuli/001055_2014-06-08_18-45-35_260595134347_rgbf000111-resize_4/001055_2014-06-08_18-45-35_260595134347_rgbf000111-resize_4-target.png,1000.0,2.8680000000000003,2.4290000000000003,0.43900000000000006,0.0,1789.0,1004.0,1006.0,992.0,1007.0,497.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
54,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,15.0,depth_discrimination_stimuli/000493_2014-06-09_21-01-18_260595134347_rgbf000196-resize_3/000493_2014-06-09_21-01-18_260595134347_rgbf000196-resize_3-target.png,depth_discrimination_stimuli/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0/000409_2014-06-04_19-23-33_260595134347_rgbf000067-resize_0-target.png,250.0,3.44,3.7335,0.29349999999999987,0.0,1426.0,1012.0,248.0,991.0,248.0,512.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
56,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,17.0,depth_discrimination_stimuli/003587_2014-05-23_16-48-02_094959634447_rgbf002384-resize_2/003587_2014-05-23_16-48-02_094959634447_rgbf002384-resize_2-target.png,depth_discrimination_stimuli/000709_2014-06-08_13-51-55_260595134347_rgbf000068-resize_3/000709_2014-06-08_13-51-55_260595134347_rgbf000068-resize_3-target.png,1000.0,1.357,1.8030000000000002,0.4460000000000002,0.0,1802.0,1005.0,1006.0,994.0,1004.0,495.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
58,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,19.0,depth_discrimination_stimuli/002340_2014-06-28_20-05-46_260595134347_rgbf000113-resize_0/002340_2014-06-28_20-05-46_260595134347_rgbf000113-resize_0-target.png,depth_discrimination_stimuli/002905_2014-06-03_18-04-43_094959634447_rgbf000151-resize_2/002905_2014-06-03_18-04-43_094959634447_rgbf000151-resize_2-target.png,1000.0,2.4735,2.0295,0.44399999999999995,1.0,2003.0,1010.0,1001.0,996.0,994.0,507.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
59,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,20.0,depth_discrimination_stimuli/000691_2014-06-08_13-08-50_260595134347_rgbf000132-resize_3/000691_2014-06-08_13-08-50_260595134347_rgbf000132-resize_3-target.png,depth_discrimination_stimuli/002039_2014-06-24_20-22-38_260595134347_rgbf000084-resize_1/002039_2014-06-24_20-22-38_260595134347_rgbf000084-resize_1-target.png,1000.0,4.1530000000000005,4.408,0.2549999999999999,0.0,2016.0,1004.0,1004.0,1007.0,998.0,492.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
60,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,21.0,depth_discrimination_stimuli/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3/000549_2014-06-08_22-10-24_260595134347_rgbf000247-resize_3-target.png,depth_discrimination_stimuli/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0/002509_2014-06-24_13-19-22_094959634447_rgbf000077-resize_0-target.png,1000.0,1.841,1.3065,0.5345,1.0,1880.0,1004.0,1010.0,992.0,998.0,503.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
61,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,22.0,depth_discrimination_stimuli/003495_2014-05-21_16-01-51_094959634447_rgbf000100-resize_3/003495_2014-05-21_16-01-51_094959634447_rgbf000100-resize_3-target.png,depth_discrimination_stimuli/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1/002949_2014-06-26_15-57-42_094959634447_rgbf000079-resize_1-target.png,250.0,1.6255,1.8915,0.266,0.0,1303.0,1001.0,256.0,1006.0,235.0,501.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
63,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,24.0,depth_discrimination_stimuli/003490_2014-05-21_15-50-11_094959634447_rgbf000101-resize_3/003490_2014-05-21_15-50-11_094959634447_rgbf000101-resize_3-target.png,depth_discrimination_stimuli/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1/000866_2014-06-09_20-45-42_260595134347_rgbf000139-resize_1-target.png,1000.0,3.6445,3.2155,0.4289999999999998,1.0,2104.0,1011.0,997.0,1007.0,997.0,491.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
65,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,26.0,depth_discrimination_stimuli/002805_2014-06-22_19-54-03_094959634447_rgbf000079-resize_1/002805_2014-06-22_19-54-03_094959634447_rgbf000079-resize_1-target.png,depth_discrimination_stimuli/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1/001584_2014-06-20_11-07-43_260595134347_rgbf000002-resize_1-target.png,250.0,3.1439999999999997,3.53,0.3860000000000001,0.0,1340.0,1008.0,244.0,1000.0,249.0,512.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
66,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,27.0,depth_discrimination_stimuli/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2/003292_2014-05-14_21-53-49_094959634447_rgbf000100-resize_2-target.png,depth_discrimination_stimuli/000542_2014-06-08_18-27-08_260595134347_rgbf000118-resize_1/000542_2014-06-08_18-27-08_260595134347_rgbf000118-resize_1-target.png,1000.0,3.4815,3.0,0.48150000000000004,0.0,2273.0,1014.0,999.0,1001.0,985.0,504.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
67,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,28.0,depth_discrimination_stimuli/002549_2014-06-24_13-41-39_094959634447_rgbf000022-resize_3/002549_2014-06-24_13-41-39_094959634447_rgbf000022-resize_3-target.png,depth_discrimination_stimuli/001136_2014-06-17_15-19-41_260595134347_rgbf000076-resize_3/001136_2014-06-17_15-19-41_260595134347_rgbf000076-resize_3-target.png,1000.0,1.476,1.8655,0.38949999999999996,1.0,1885.0,1010.0,992.0,1017.0,989.0,495.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
69,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,30.0,depth_discrimination_stimuli/001450_2014-06-19_17-02-03_260595134347_rgbf000203-resize_4/001450_2014-06-19_17-02-03_260595134347_rgbf000203-resize_4-target.png,depth_discrimination_stimuli/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4/002414_2014-06-28_20-24-58_260595134347_rgbf000067-resize_4-target.png,250.0,4.0106666666667,4.363,0.3523333333333003,1.0,1282.0,1003.0,248.0,1013.0,236.0,508.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
70,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,31.0,depth_discrimination_stimuli/000927_2014-06-09_16-32-30_260595134347_rgbf000123-resize_3/000927_2014-06-09_16-32-30_260595134347_rgbf000123-resize_3-target.png,depth_discrimination_stimuli/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6/002678_2014-06-13_16-15-32_094959634447_rgbf000151-resize_6-target.png,250.0,2.6785,2.1830000000000003,0.49549999999999983,1.0,1102.0,1012.0,248.0,1004.0,237.0,504.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
71,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,32.0,depth_discrimination_stimuli/003423_2014-05-21_10-23-26_094959634447_rgbf002665-resize_2/003423_2014-05-21_10-23-26_094959634447_rgbf002665-resize_2-target.png,depth_discrimination_stimuli/000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize_1/000137_2014-05-20_17-04-49_260595134347_rgbf000120-resize_1-target.png,250.0,3.2575,3.786,0.5285000000000002,1.0,1205.0,1016.0,244.0,992.0,251.0,501.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
72,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,33.0,depth_discrimination_stimuli/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2/001158_2014-06-17_15-32-16_260595134347_rgbf000138-resize_2-target.png,depth_discrimination_stimuli/001181_2014-06-17_15-50-57_260595134347_rgbf000106-resize_4/001181_2014-06-17_15-50-57_260595134347_rgbf000106-resize_4-target.png,250.0,4.5315,4.149,0.3825000000000003,0.0,1517.0,1015.0,250.0,986.0,257.0,503.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
73,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,34.0,depth_discrimination_stimuli/002467_2014-06-28_20-38-07_260595134347_rgbf000026-resize_2/002467_2014-06-28_20-38-07_260595134347_rgbf000026-resize_2-target.png,depth_discrimination_stimuli/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0/001133_2014-06-17_14-49-16_260595134347_rgbf000100-resize_0-target.png,250.0,4.742,4.2115,0.5305,1.0,1016.0,1015.0,250.0,991.0,253.0,500.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
74,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,35.0,depth_discrimination_stimuli/001197_2014-06-17_16-01-50_260595134347_rgbf000103-resize_4/001197_2014-06-17_16-01-50_260595134347_rgbf000103-resize_4-target.png,depth_discrimination_stimuli/001235_2014-06-17_16-37-36_260595134347_rgbf000084-resize_4/001235_2014-06-17_16-37-36_260595134347_rgbf000084-resize_4-target.png,250.0,3.4025,3.6605,0.258,1.0,1720.0,1004.0,247.0,1004.0,258.0,493.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
76,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,37.0,depth_discrimination_stimuli/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4/002323_2014-06-28_20-01-54_260595134347_rgbf000051-resize_4-target.png,depth_discrimination_stimuli/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize_3/001032_2014-06-08_13-23-17_260595134347_rgbf000021-resize_3-target.png,250.0,3.7310000000000003,3.2725,0.45850000000000035,1.0,1052.0,1012.0,248.0,990.0,249.0,502.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
77,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,38.0,depth_discrimination_stimuli/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1/001808_2014-06-26_20-50-58_260595134347_rgbf000029-resize_1-target.png,depth_discrimination_stimuli/002748_2014-06-22_19-07-22_094959634447_rgbf000078-resize_1/002748_2014-06-22_19-07-22_094959634447_rgbf000078-resize_1-target.png,250.0,4.249,4.6705,0.4215,1.0,1022.0,1011.0,249.0,998.0,257.0,491.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
78,405360.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#4,4.0,1920.0,937.0,1920.0,1080.0,8-21-2021,10-21-32,39.0,depth_discrimination_stimuli/002660_2014-06-13_15-44-18_094959634447_rgbf001878-resize_2/002660_2014-06-13_15-44-18_094959634447_rgbf001878-resize_2-target.png,depth_discrimination_stimuli/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1/003081_2014-06-15_15-19-16_094959634447_rgbf000150-resize_1-target.png,1000.0,3.576,3.9125,0.3365,1.0,1873.0,1003.0,1012.0,999.0,989.0,508.0,,,,,,,441464,37,1,0,0,0,0,0,1,0,0
120,103450.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0_rotated.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#3,3.0,1280.0,657.0,1280.0,800.0,8-21-2021,6-58-50,1.0,depth_discrimination_stimuli/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize_9/000109_2014-05-14_23-41-52_260595134347_rgbf000035-resize_9-target.png,depth_discrimination_stimuli/001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize_3/001618_2014-06-20_11-37-31_260595134347_rgbf000027-resize_3-target.png,250.0,1.3545,1.8725,0.518,0.0,1175.0,1001.0,252.0,1007.0,239.0,510.0,,,,,,,568373,53,0,0,0,0,0,0,0,0,1
123,103450.0,DepthScenes,v2_duration_discrimination,discrim_jsons/v2_shuffled_g0_rotated.json,http://34.201.58.129/DepthDuration/v2_depth_discrimination_MTurk/v2_DepthDiscrim_HTML.html#3,3.0,1280.0,657.0,1280.0,800.0,8-21-2021,6-58-50,4.0,depth_discrimination_stimuli/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4/000742_2014-06-08_18-48-09_260595134347_rgbf000164-resize_4-target.png,depth_discrimination_stimuli/003083_2014-06-15_15-21-03_094959634447_rgbf000063-resize_1/003083_2014-06-15_15-21-03_094959634447_rgbf000063-resize_1-target.png,250.0,4.632,4.1405,0.4914999999999994,0.0,1126.0,1008.0,245.0,997.0,252.0,505.0,,,,,,,568373,53,0,0,0,0,0,0,0,0,1
